y_label
0.7826
0.7826
0.7826
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7171
0.7171
0.7171
0.7171
0.7071
0.7071
0.7071
0.7071
0.7071
0.7071
0.7071
0.7071
0.7071
0.7071
0.7071
0.7016
0.7016
0.7000
0.7000
0.7000
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.7303
0.7303
0.7217
0.7217
0.7071
0.7071
0.7071
0.7071
0.7071
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6172
0.6172
0.6172
0.6124
0.6124
0.6124
0.6124
0.6124
0.6124
0.5774
0.5774
0.8660
0.8660
0.8216
0.8216
0.8216
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.8165
0.6325
0.6325
0.6325
0.5893
0.5893
0.5893
0.5556
0.5556
0.5547
0.5547
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.5443
0.7071
0.7071
0.7071
0.7071
0.7071
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6667
0.6172
0.6172
0.6172
0.6172
0.7826
0.7826
0.7826
0.7826
0.7826
0.7826
0.7826
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
0.7746
